Time,Source,Destination,Protocol,Length,ICMP Type,ICMP Code,Traffic Rate,Packet Interval
1740599758.814373,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.816016,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.818475,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.820435,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.822373,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.824543,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.826196,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.828338,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.829892,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.83371,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.835812,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.838086,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.839711,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.841885,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.84356,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.845703,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.847244,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.850439,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.852485,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.85453,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.856751,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.858983,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.860988,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.862911,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.863936,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.866537,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.866732,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.868856,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.870677,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.873813,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.877699,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.882175,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.886975,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.890989,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.894998,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.899325,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.900978,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.90164,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.902142,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.902864,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.903116,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.903626,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.904591,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.905314,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.905941,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.906654,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.907002,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.909141,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.910884,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.914015,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.91496,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.917677,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.918954,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.921136,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.922468,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.924952,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.928179,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.930555,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.932464,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.936428,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.937093,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.940215,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.940342,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.943324,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.944116,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.946686,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.947979,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.951352,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.951654,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.953996,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.955733,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.958844,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.959617,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.962313,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.96331,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.966579,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.966687,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.968928,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.970828,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.972926,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.974765,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.976911,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.977851,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.980051,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.98195,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.985602,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.989478,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.989895,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.990769,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.991752,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.99334,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.995653,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599758.997045,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599758.999903,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.002188,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.004315,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.005354,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.008156,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.008954,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.011135,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.011722,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.014145,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.01526,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.018402,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.018941,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.021251,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.022296,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.024414,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.024897,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.026786,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.027651,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.033233,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.043083,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.043083,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.044909,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.047269,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.048528,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.05082,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.052629,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.054836,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.055871,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.057984,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.059599,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.061713,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.062069,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.064107,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.06501,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.066985,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.068464,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.07078,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.070984,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.07318,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.07455,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.076551,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.078226,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.080326,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.082893,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.085347,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.087615,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.091471,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.091649,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.093566,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.09583,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.098041,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.100296,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.102706,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.105009,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.107299,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.109457,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.111835,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.113583,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.118011,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.118135,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.121488,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.123076,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.125305,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.127817,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.130034,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.13298,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.135214,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.138157,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.141629,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.14478,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.148433,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.153203,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.153249,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.153249,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.153249,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.153806,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.155755,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.156694,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.15892,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.160166,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.162391,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.164695,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.167016,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.168128,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.170362,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.171943,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.173986,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.176504,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.178527,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.179514,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.182913,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.182957,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.185085,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.187011,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.18996,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.190455,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.193684,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.195229,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.195932,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.198309,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.200596,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.203415,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.205486,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.208095,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.21001,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.212466,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.216052,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.216517,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.218915,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.219891,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.22282,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.22448,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.226636,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.227136,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.230191,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.230386,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.232205,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.234148,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.236352,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.236964,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.239156,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.239419,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.241527,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.243728,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.245636,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.247775,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.250115,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.251451,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.253713,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.254364,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.256435,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.257492,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.259611,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.260775,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.262772,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.263472,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.266193,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.266247,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.26845,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.269575,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.272132,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.272353,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.27619,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.276325,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.278619,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.279725,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.282457,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.284785,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.287187,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.28882,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.293121,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.297127,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.30013,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.303065,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.303418,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.303844,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.304674,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.305154,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.305727,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.306522,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.308764,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.309242,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.311393,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.313154,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.315941,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.316317,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.319715,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.320513,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.323581,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.323744,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.325874,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.327219,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.329526,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.330459,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.332928,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.335604,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.337833,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.339047,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.341282,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.343519,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.345804,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.347542,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.349807,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.351612,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.353842,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.355102,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.357214,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.359638,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.361704,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.364033,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.366215,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.368295,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.370516,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.373158,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.375471,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.377883,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.379925,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.3828,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.385183,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.387591,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.389717,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.39124,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.394625,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.394682,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.396886,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.39939,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.401617,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.404654,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.406899,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.409502,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.411817,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.4127,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.41483,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.41722,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.419613,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.421389,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.423828,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.426878,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.429113,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.429536,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.431678,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.434956,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.437123,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.439202,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.441343,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.441614,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.443876,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.444731,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.446675,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.447918,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.450201,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.451478,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.454158,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.454284,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.456654,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.45667,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.459173,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.459299,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.461769,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.461974,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.464602,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.464708,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.467463,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.467796,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.470296,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.470622,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.473149,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.473182,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.475614,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.475718,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.47851,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.478977,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.481404,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.482439,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.484983,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.486156,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.488192,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.489487,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.490301,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.490799,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.492818,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.493465,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.496136,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.498905,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.501922,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.505175,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.507822,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.508418,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.509022,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.509039,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.510086,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.51052,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.511229,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.512048,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.514343,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.516566,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.518625,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.521448,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.52361,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.525459,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.528316,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.530122,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
1740599759.532436,192.168.122.58,192.168.122.28,1,1042,0,0,0,0
1740599759.534356,192.168.122.28,192.168.122.58,1,1042,8,0,0,0
